N	id	H	soln
90	15	135	121	-214	011110010101000000000011011111110000000111000101011001001010010111111100110101100111110010
90	16	135	122	-218	101000110100000111110011000011001000011101101000011010101001100011100111111100111001111100
90	17	135	122	-218	000000101110000011011011101001000111101111101110000101110000010101000111001000111100111001
90	18	135	124	-226	110101000100001000010111011010001000101111100000011111110111100000101101111000101111010011
90	19	135	124	-226	101010000111001010000111000011010010110011011100100110100001110011010011001011110101101001
92	0	138	126	-228	00001010111011010011111101110111001110000111000010101111001101101001001000010011000010001011
92	1	138	126	-228	11011010000111011001011100011101001101011010100011000101100001101001110001100010000111011101
92	2	138	125	-224	10010011001100101010111001010011001110110101001101000100001001111010010111001010110011100100
92	3	138	127	-232	00101000011000000101101101101011110001000011111111100001101110011011110010101010111000101100
92	4	138	124	-220	00100001110111001001000110101111100111001010001000100011110111001111011001001110101000100110
92	5	138	124	-220	11000110100101110011001111101111110000011011010111001000100001011010010100111010010110111000
92	6	138	127	-232	00100010100011110111000101100110101001010110101010101111001000001010110010100101110111000011
92	7	138	127	-232	00110011100110110101011000100100111000010010001111100100110010111100101101110010101010010001
92	8	138	127	-232	01010001010101011000010100101110000111001001111110111101001001011111110111010001100001010100
92	9	138	128	-236	01101111000001111110101101100001111111101000100000000110011000001110101110101000011001000111
92	10	138	126	-228	10110011111101000001011001011111000100111000100100100001101110100000111011011000111110010001
92	11	138	125	-224	01100000101111100001000101111000101110010000000111111110001010101010001010001111011110111011
92	12	138	125	-224	00010111000001110111101011111111110101001100011011010111000000110100010110101001100100111001
92	13	138	126	-228	11011101001110101011001100010110000011100101010110010000010101101001001111010110110011110000
92	14	138	125	-224	10110001001010101111000100110100011011110001001100110001110100011110001011111011000001110101
92	15	138	126	-228	10110010000111101001010111011100111110000001000110100000101111110000011001010111101101000101
92	16	138	124	-220	11011000110111110111011000000101110011101110011110000010000111010100100011000100001010010111
92	17	138	125	-224	10100111001110010111010010000100110000011011101000011010010101001110100101011000010100111010
92	18	138	127	-232	00110110101000110111101011001000011101000010101101010000010101011010110000100101111111000110
92	19	138	127	-232	01101110111001100010111000000101110000000110110100100011100010110100011100111111110101010011
94	0	141	127	-226	1101010100110010110000110001011010101010110100001010001100110011101010110011111001001110011010
94	1	141	128	-230	0001000000111011001111110100110110000011001001001100111111110010010110010101001011110010100010
94	2	141	128	-230	1011100111000010011100001011011001000100111000101010110010000110101111011010010100010110111001
94	3	141	128	-230	1000011111111000001101101111100000011111010010111101100000101010110101011100110101100110001100
94	4	141	127	-226	1001100100001001011001110011101101101010000000100001100100011110111000110111001111110111010100
94	5	141	128	-230	0000101110010110010001011010010010100101010011110110010000011111101011101100101111111001001001
94	6	141	128	-230	1001101101110001011001000011110101111011001111001000101001010110000111001101101110101010000010
94	7	141	129	-234	0011111101010001100000111110101111000110011010101100100010101111111100100110100001001000001100
94	8	141	129	-234	1110100010011000000101111101001000110001001111010000110110000110000110111001000110101111010110
94	9	141	129	-234	0111010011100100011100101110001100011011010011000110011001001110111010000110110100001011010110
94	10	141	129	-234	0110101011001101111100100100011001010011101111001111110000110101101110101000101010001001001010
94	11	141	128	-230	0111100000011101111000000001000001100110111110010000101011010001111001001000011101010111111011
94	12	141	130	-238	0010000111011010110100101001110011000010110001010001001110110010100100011111111011101011010101
94	13	141	128	-230	0110111010110110000011001001100110101110101001101001010011100100110110000101011000111100010001
94	14	141	128	-230	0001111100010011011001011110000011011001011101100101100110011010001010111000111001010010001001
94	15	141	131	-242	1001101111111011111100001011000101000010000011111000100101100101101100010010111100101011000001
94	16	141	129	-234	1000010101101101100101000101011001011111000010000100110010110110001110111010101001101100001111
94	17	141	128	-230	0010111110011001100100101110100000110110000100011111110101101110011100100100000110101100111001
94	18	141	128	-230	1101011011010111100010101111011110010100000101110001110110000010101000000101001111110011010010
94	19	141	128	-230	1101001111001010011110011011001111001101111000001000100010111011100010010011100100000110110011
96	0	144	131	-236	001101010110011100011010011100101110011000111010110101110001010100101011000000011011100110010111
96	1	144	130	-232	001100101110101101011000001010001001101111101001100011000000110010001001011010001111111111000001
96	2	144	131	-236	101000100101011110001011001011001101011101010100101110010011001111101000010010001110011011001011
96	3	144	131	-236	110000001111111011110000001110101011101010110001110001010111000001111011101101110010000001010010
96	4	144	132	-240	110111110011101100011100011001000101010000100001010111000011110101000111100101011010011101010010
96	5	144	129	-228	000000000111110001011101100110100110111100011100110110100010100101011100110100110111000001110100
96	6	144	132	-240	100000011110111101011011100000011110000111000110010010111010001101100100101000111011100110111000
96	7	144	133	-244	101000000001011010110011010010100011100010101100011001101111110110010101101101110111111001010000
96	8	144	131	-236	111101011110100000000011100100011010001000001010110101100011010101011110111000010101110101101100
96	9	144	131	-236	001001010110000010100010001101010001110011011110011011011110110111001101010010010001000111011111
96	10	144	131	-236	110011011000101101101010100100100000010110011001011111011100000001001111011001000110101111110101
96	11	144	133	-244	111011001011110101000100111111010110010101100101100110001101110010010001000011011010100001010101
96	12	144	130	-232	111100111000100011011111100010111101101011111110000001001101010011010100110000000010100010110001
96	13	144	132	-240	101001011011110011011010010011111011001111000001001100110011100001011010010100111101000100000101
96	14	144	132	-240	100111010010001000001001000110011101011101110100100011111111101111101110000111000001111100001001
96	15	144	131	-236	100110000101001111100000011111011011110001110110000010011101101111110000011100100010100111010100
96	16	144	130	-232	101010011110100110010110000111000011100100111100110000100001011110111100000111000111110001110010
96	17	144	131	-236	011001000101100011011011110101001010001111000100011111010011101110110000110001101101000000110111
96	18	144	132	-240	000100001101001110011110100001100101010110001010110011010011111011110110100011100101001100010000
96	19	144	132	-240	111100111100101100000001000010111001000000001000011111110110101010011010011110101011111001101010
98	0	147	134	-242	00110101110000110101100100000001110111001010110111101011010001011001011101101111000000110110010101
98	1	147	134	-242	00000010000001000010011100101101111110110111110010110100000010100111000001111010111011110011011111
98	2	147	135	-246	00001110111110101100111011101101110111010011100000111101001001010011001111001000111000100010110000
98	3	147	134	-242	11110111010100100011100111101000000010000110010111011111001110010111101000000001010101110010000110
98	4	147	133	-238	01011100001100011001111011000101000100101011011000011010010000011111110111000110111011110110000111
98	5	147	135	-246	11000011101000101001010111111110110110000011010101101110001110101100000000001011111111101000100011
98	6	147	134	-242	11000101100011111000101110010001100011001110001000100111000111110011000011110001111100000000100110
98	7	147	136	-250	00001100111011110111000101000010101110111100101111000101011110000100101110100000010000110011001110
98	8	147	134	-242	10010100000111010001101100000011000001110100001110100111110101001011001111101110110001011010101100
98	9	147	134	-242	01111111011000111100000000110011100000100101001001011100110100100111000101000110001100010111111101
98	10	147	136	-250	00000000010010110010011011011100100110111110000111110000001111111100100110000000101011110101100111
98	11	147	134	-242	11010110101111011101110000111110001100011111110011000000000011101010110100001110000101000010110011
98	12	147	134	-242	11010010110101000000001001111010000010111101111100001001000101101011010001110111000100111011000111
98	13	147	135	-246	00110110100001011000110100011011110101000100100010001101111111000010011010000100111010011111101011
98	14	147	133	-238	11101000000111101010010110110101010001111001011111101101000010110010001001000100110001111010001101
98	15	147	135	-246	10101000000100010011110101000101111001100110111010111100000101111000100010010011110100001010101110
98	16	147	135	-246	01010100010000001010111101100110111111011111011100111110000010010000010000111111000101111010101001
98	17	147	134	-242	11100000010001001001000010001010111101000110100111110011011110101011010010001001001111111100111101
98	18	147	132	-234	11000010010111011011011000000101100110100001101010101110000001001011000101111011110110110111001011
98	19	147	135	-246	10000000111010110110001101001110001010110110010001110110101011001111011010000101100111111110000000
100	0	150	138	-252	0111101010011101011011010000000000011111111100110010011000111000011000001001111110111100100110001010
100	1	150	139	-256	0111101000110100110011001100100111000110010101011010101101011101001100010000110101010111000111011100
100	2	150	136	-244	0101111111000100011110011110111101110010001100100000011011101110000000100011010111000011010001101010
100	3	150	137	-248	1001111000100001110000010110001101100110000001000001011110101011101001011001111110110110111100010100
100	4	150	138	-252	0101101111110101011010101010010001010011010110011110000001111100010000101001110110000111100010111000
100	5	150	136	-244	0101110000111100011101100010111011001001011110001100110110011000010101010010000100101110011111000011
100	6	150	136	-244	0110101011100001110111110100000000111101001011111101001100110001110010001001111001000110110110101010
100	7	150	137	-248	0101111111101000010110110001001011010011010101110000001000111100111100000111000110111111000011010100
100	8	150	137	-248	0111111111011011110001011101000101100000100111100110001010101110111101000110011000100000101101000001
100	9	150	138	-252	1101010101010001011001101101011000101011100110011110010101000011001011100010100101110011000100010111
100	10	150	139	-256	0000111111111100001111000011000110111011100110001100001101100110000000110001001001010100100110110111
100	11	150	138	-252	1110010010110100001000101101101010101001001011100101000011110001001111100101011111000001001110101101
100	12	150	136	-244	1011100110110010010000000101111111100110010110011100011100011011101100100100001111100100011110110001
100	13	150	139	-256	1011000110111001111101110100000101111001101001100111010101110010101000110101010010000001011011010100
100	14	150	137	-248	1001100100011100110000001111011101110100010101010110000110111000001100101101001000100111011111001111
100	15	150	134	-236	0100101111011100101101100101001111001110111010000101111100001000010100100110101010110011100101101001
100	16	150	137	-248	0100110110111111110101111101010001110001001001111001000111100011000110100001100010001010111011011100
100	17	150	137	-248	1010100010010001011010100100010110001111111111000000101000001110111001001111001100101101001111000110
100	18	150	137	-248	0001100001011010110110001100100110101100110011001100011001011000101011110010000101111000011010101111
100	19	150	136	-244	0001101001001111011100001110110000001101000101011110101101101110110001011011001001100100000001110100
102	0	153	139	-250	111110110110010110100010111101011111111000010001101000100111001001000110101000110000000011001111100001
102	1	153	139	-250	111111001110101101000001010010001010110010011000101011011011011010100100001011000111001011011100111011
102	2	153	141	-258	011101011100010010010110000011101110101100111111000011110111001000110010101110001010100000101010110010
102	3	153	139	-250	000000110011111100001110000011111110000101100100101011110000100111111110010000100100000110110101111011
102	4	153	141	-258	110101110100010110011000001011111000101010010101000010001011101010111011110010000110101011101100011100
102	5	153	141	-258	010001101110001100001000111011110110000011101101011011101001010010111100100010110010111000010111001001
102	6	153	139	-250	001101001110001011010110100111001000010010001000100100000110011011011111100111001011011010010110110111
102	7	153	138	-246	011001011010100110010111110001110111111000001101100101000010111100111111110000100000110100000000101001
102	8	153	139	-250	110011111000111001100110010000000000100111101010011001011001010011101110111001101010111011100110011100
102	9	153	140	-254	101111100001000110010100001111111111000111101011010000011101110000001101100010110111010100101010000110
102	10	153	139	-250	100111101111111001100100100101011011011001010110011001001001101100110111101100000011001100000000010011
102	11	153	139	-250	000100111000000001110101010000100010011101100110101010010110101111001111111100110100101010111000011101
102	12	153	140	-254	111101101001011011001101110100101100100011110001101100011100100110100100100010011010111100001001101010
102	13	153	138	-246	100000010110101001110111011001010011111101011101001001011000111000101011110001010011010111010101010000
102	14	153	137	-242	111000110001101000001011011111111001111100000011011000101000011101111010001010110101000110011100100100
102	15	153	140	-254	000010000001000100001100111011101111010101111011001010011111011000001101101110101000110001001110100110
102	16	153	140	-254	111100011011101001000111100000100101010101001110010110101000010111001011001010111110111101010110010110
102	17	153	140	-254	111001100000010111000110111010001111100011011000110110010011110101011011101000001011110000000111110001
102	18	153	140	-254	001001010111000111011100000110101111001011000111111010001111001000101000100110000111000001110110111011
102	19	153	138	-246	110110111100001001011001000010101001101011100100111100011001000010000011110101101111011001011110011100
104	0	156	143	-260	11101011111111100001010001011001110001101111101100100000000101101101100100101100110110000101111001010000
104	1	156	142	-256	10101110100100000110011000110101111001010100110010110011010110111110100111010100110000011100100000010100
104	2	156	142	-256	11010101101110101000010000111000001000010110010101100110001100110011110100001110111100010110010011110111
104	3	156	143	-260	01111011110100100110100001010011110100101000101000000110001000010110111001111111100001101111110011101000
104	4	156	140	-248	10111110010000100010101011110110100100110110010110100000101011101100111011000000000000110111101111001101
104	5	156	142	-256	11010100100100110001000111111111100011101110111110001111001100000001101011000111010110000000100110110000
104	6	156	143	-260	11100111110110101111101001100011010011010010011010110100001001111000000111000110100111001100100010100101
104	7	156	142	-256	00010100100110011010110111011010011110110110100011011111101100010000010010110001111001001100010011101011
104	8	156	144	-264	10110110100110110110101000110010000000001111110111110100111111011011010010010101001001010000100000010111
104	9	156	142	-256	11000000111101001100010100000011000011011111110101111110011010000111011011011011010101000101011010101010
104	10	156	141	-252	10110000111011000100010110011110011110010011001101001010111101000000001001101101011101000111100111011001
104	11	156	144	-264	11000000001111100101100110000110010011100010101011111000001111010001000000010100011110111110110111110110
104	12	156	141	-252	10001011010011100011001000011001110011111010001011000100010001010011000000111100100101011111011110001111
104	13	156	141	-252	01110001000000001100101001011011001101011000001101001111100111110011010001011110001011110111111100000011
104	14	156	143	-260	11011111001010000110011101000101010100001000100010110110010111110101011001011110100011100011101001100101
104	15	156	141	-252	01110101101100100101000011101011010011101010111101100100001000000110011100110011001110011110110000011011
104	16	156	147	-276	00111111101000100011001010110000111100001001010100000100100001101000011100111111100101101111110110000101
104	17	156	143	-260	01100010110111010101010010010001011111111000010010000111100010001011001101110000000001001111010110111110
104	18	156	144	-264	00101001001110000111101101001110010110010001000011100010111101111111100110010111000001011010001101110011
104	19	156	142	-256	11110100110010111001101001011110011110100000011010111011100010001001110000001011100111101011001101100010
106	0	159	144	-258	1000101000010010111001101000110001100110001111101010101010010011101001111110100100110101000111011111010111
106	1	159	143	-254	1111111010100100010011000001011110010010011010001001010111000100000100001011000000101111111101011100100111
106	2	159	145	-262	0001010011001111100011011101100110000100100110110011101100010111000111110101110001100010001111011110101000
106	3	159	145	-262	0011100100101111111101100001101011111101011000001101100100111010000001100000100101110011110010000100110110
106	4	159	146	-266	1101110000101000001001101001100110100100110010101100110001000111001100010111101110110011101011111010100110
106	5	159	143	-254	0101101000010100101001001011110111111100011001010111111101010011110011001011000101000100101011000010111010
106	6	159	146	-266	0111011111110001101010101100001100110010100111100010111011001001110001101000110100111101000111111001100000
106	7	159	144	-258	0100000100101110010010110010111000110011010100111001110111100001001110111001100110000000011111011011110101
106	8	159	144	-258	0110000000011101010111110010010100001100100101111101010100001111111011111000101011010101000100001001011100
106	9	159	146	-266	0011001011010010001110110101011100111110001111110000101011001011001011100110001001000100100001100100111100
106	10	159	143	-254	0000100101000101101001010010001011100100101101001011010011001101101101101110000111011101011110100010110110
106	11	159	144	-258	1110010111100111011111110001001100001000010111001010010000110101010000111011110010001001010101000111111111
106	12	159	145	-262	1100110000101111100110100111111011111011101000010010101001000100010101001001110100110100001101110100001001
106	13	159	144	-258	0110001011101001110011100011101110100011011001000101110010010111110110000100000000110100111110011100001010
106	14	159	147	-270	0101001100101011110110111110111100100001110110000011001100000111110000000001110010010010001111000101111101
106	15	159	145	-262	0010001111110011011110101111001100000100100010111111001111100100110101011000000001000000000110101100111100
106	16	159	147	-270	1111100010110000101111101001010111100101110001010011110111010101000001000111111001010101100100000100111100
106	17	159	146	-266	1101000001011111110001011000111010000010111110001111011010001011001100010111110110000100100011101111111000
106	18	159	145	-262	1111011000110001101001101100001011001100100011010100001000011011100011101000011110110111100000011001101111
106	19	159	145	-262	0100001001101100011100011000111000001010001111001110101111100111001001100001100110011101100111110000101101
108	0	162	148	-268	110010100101111100100110001010101011100001100010001101110000010100011101110010010001001111000011111011010010
108	1	162	149	-272	111110011101101111011011011101011100001000011011000111000010011101100000001110000100111100001101000001100001
108	2	162	147	-264	110010001101101000010101010100100000100011110000001101110101100111100011111100101000001011010001011101101010
108	3	162	147	-264	111111001101110011110101111110001101010000001111110010100000011001100101010010100101110000110001011101101100
108	4	162	149	-272	001001110100000011011001111011010001010111000000111111010011001001101001111101001100110110100110101000001010
108	5	162	147	-264	001110010010101101100000111101110100111000011100100011110110101110001110110110100110010001110011010010000011
108	6	162	149	-272	011000010011100011100000111010011001110100111111000011001011011011001100001101010000110100010101111100101111
108	7	162	146	-260	100010010110101111111100101011111011010111100100101010001001001101001000011011001111011110000001000101010000
108	8	162	148	-268	111110111011010110100100010000010011101010111011101001101001101000111000100110111100110110001001010010011100
108	9	162	147	-264	100011110001001110110111111010101010111111000010000010001010101010110101000111010110010101110101000010000111
108	10	162	147	-264	011100100000110011010100011010010101110000110011011110110010001111111100001100100101011111100101010000111001
108	11	162	148	-268	110010111010101100110100011110011110000110111011110001100110001010110011011110100000001000110100010111100000
108	12	162	148	-268	110000000110000001011110111000101101000100110011001011110000111011110110101101011110101010001000111101100001
108	13	162	148	-268	100101010110111001110011011101101010110011011000110001100001001100000001001000000110010101011111100100110011
108	14	162	149	-272	111011101110100011101001100101001000100000110111011100010111101011100111001010000010100100001001011111000100
108	15	162	148	-268	001000101010000110001001101110001001101100100000110100100111101010111001111111110111011101001001001110000101
108	16	162	147	-264	100000110000101110010100111110111000000101011001010101101011001001000101110001101001111100101100110010111010
108	17	162	148	-268	000001111101110001110010101101000011011011100000011101000011111110110110000110010011001001111101101101000101
108	18	162	150	-276	011001011101100000011010001011100011100011010000101011000000001011010000110101111011110011101011111100101110
108	19	162	149	-272	000010001101101100100010111010000011000000111001001011001111101010100110110101111001011101101001011101011000
110	0	165	153	-282	11001110101111110001101100010001001101110010100101100001000101110000101010101000100110101110100101101110000100
110	1	165	149	-266	11010010100101101011011111100101101010100100001000010011001010111010001000001000100011100110101010111100110101
110	2	165	153	-282	10100100011101010011010110001110110011001100011011110111000110010101100111010110101011100010001011110100100001
110	3	165	150	-270	00111001100011010100110000011110000111110001000111000110011000101000100111011011111011001101011000010001011110
110	4	165	149	-266	10101111100110101101100000110010110001101100001111100011001011010001110000100111110100001000000110001001011110
110	5	165	149	-266	01011010010001110101100110111101000010000001101110011111000001100011111100001000001111110100101110100011111000
110	6	165	152	-278	11010100101000000011111001001011101000111001111111001000001100111000101000101011110110111111010011110010000001
110	7	165	150	-270	01001111111100001001101001110100001001010111000111000110101100100001111001100111011010010101000110011011000111
110	8	165	150	-270	11001011010101000000011000010111101001011111001101001011100010110001010101100111100001001110010001110100011011
110	9	165	150	-270	11100111000010110110100111100110011000001001111010011011101010011001110101010001111010001010111000010001101111
110	10	165	151	-274	11111100010110100000101110111100110010011110011000111000100011000110010101100101000011110010011111010000110100
110	11	165	148	-262	10101100111110010101111000101110111111000110110010000011001101101110000100000011011001001000000101010011001011
110	12	165	150	-270	00101110010011001000010101001111100010111110011100101000111010010010010001010101111000001110011010000011111101
110	13	165	150	-270	11100001101011011111110100110100011110011110101101010101011101010011101000000101000001001000100011000111111000
110	14	165	150	-270	10101001011000101100111100000010011011111011101110100010101111010110011110100010010100000011110101111100100000
110	15	165	149	-266	00100111110100110100001001101110001101110001101000000010110111011101110111000110110110101101110110000100001000
110	16	165	149	-266	11000010111001101100011000001100011010110000001101100011001010100000001101110111101110111100011010101101101000
110	17	165	150	-270	01000100101011100000011010011100100010101000011001000010011111110011111110111010011000010011111001011100111110
110	18	165	152	-278	11010011011010100100111100010000011001111101101000001000101111011001100011100110010110011011011000100100011010
110	19	165	151	-274	10110111100010000010010001101111101010011010010100010000000110001100111111101101110010101110000011111111000100
112	0	168	152	-272	1000101101111111100111111011100011100010011011110010000101000010000100111101011010101000101101010010001000001011
112	1	168	151	-268	0001111100101100001010100110101110001010100100110110001100100110001111001011011110011100101110100000000000110101
112	2	168	153	-276	1000011110000000011011100100010010100111001110111100100111000001110010000111111010001100101110000101001111001111
112	3	168	154	-280	0111111010001110111011001001000111010100011001111110000010100010000010010101100100010010011101011100000110111111
112	4	168	153	-276	1100011010011101101000110111011100111110110111011110111101010001000100011100010100010101110000110101000000000011
112	5	168	152	-272	1101101011101000101101011001101110110101011100000011101110111001010110000111100001000111110100101000110000110001
112	6	168	154	-280	0111101001100010101100001001011000000101100001010010111011001001100001001000011110100110110111110011111101100111
112	7	168	152	-272	1101010100110100010101100110101001100110111001011110000111100101000111100100011101010101100001110011000001000100
112	8	168	155	-284	0111110011011100110000001010110111110100011100011101110000000101110001111100010100010101111000110110001010000001
112	9	168	152	-272	0000001111111101111100011011010101101111011010000011011000001011001100100011010100000011110111101010110110001001
112	10	168	155	-284	0100001010101111000011100011101000111001001110011010111000010010100001101111001101111011101010110000101001010100
112	11	168	155	-284	1100110001010011111000001001010100111000000110000011010000011110101101100011101001000000111101100111001110101101
112	12	168	151	-268	0011001101101110010110101000011000000111000100110111111010011010100101010010011110101011100000000101100001110001
112	13	168	154	-280	1111001110001010100111110101101001110101100111100011100010001100011101000101100010100100100010111001100001010101
112	14	168	153	-276	1110111001100110000011110000100100111011000000000010110001011110110100001111101000110010111111000111011100101101
112	15	168	152	-272	1011000001001011100000000101101011101010100001110110100010110100101101001100100111110100101010100101100111101010
112	16	168	155	-284	1110010111001110101111001011110001011010100110000100111011101100111010100000101100000110010111000111100001011110
112	17	168	153	-276	0101011101100010000110111111100100011111101011110010011101100010100100011010100000001011011000100110001000011110
112	18	168	153	-276	1111010111011110011010111110101000110001110001000011001110111000100110100110110110011000001000100100110001001000
112	19	168	153	-276	1011100100000001111101101001110100110001011010000011110111011001101111101110000011101000001001001011011100100011
114	0	171	155	-278	111000011100111011101000110110010110111111110000110000000100111000100101111011010001000011101010100010100111101000
114	1	171	156	-282	011101001100001010011010100100000000100101001111101111110110000101101001001110100111100010000111001110110001110110
114	2	171	155	-278	110110010010100010110111110001101100100110110110101100001111011100000111001010111000000110001101001101011100001100
114	3	171	157	-286	100111101101101001000110001101001101111010101110000100011100001001111111101001001001010000101000011101100100101011
114	4	171	156	-282	011111010001001000110101001000011110101001110011000011011010101110000000000110110010111100111101111110100000010011
114	5	171	156	-282	001111001101111100000011111010011100111000111100011000101110000001010111011000111001101000001101000001101100100110
114	6	171	156	-282	000011101010101000011011101011110001101101000010111101001100010111110000000101011111001110001100101111110010001100
114	7	171	156	-282	010000100101000100100011101111100011110101101100110101110111001001011011010001000101011101001101110000100101011110
114	8	171	157	-286	011001100100000100011100110101110100001101111011011011001101000001000010101011010001011101101001100000111111101101
114	9	171	156	-282	101101110101011001111010101001001111101011000001000101100010110100011011010010110010011110011000101010010001111100
114	10	171	155	-278	010101011000010001000001111101111010001000100001111001101010100100011101111101100111001100100111010100100011011101
114	11	171	158	-290	111010111001000011101001111011101000101001110000001011000110111100000001111111100011011101010100010110001000101101
114	12	171	155	-278	010000110010010000011000111000000101100110010101011100110000001100111101101100011110010110110011111111111001101100
114	13	171	155	-278	000100011001010100000111000010110111101010001011001111011010110101010001011010011111110111011100000100001000110111
114	14	171	155	-278	101110011100010011101111110111110001011100110100010111000001010110001001000010111100010100101101000010001110011100
114	15	171	157	-286	101101010000110101011011011011001011101110000110100110101001001001100011000111001000011010000011110100101100100110
114	16	171	157	-286	011000100100100010101011111111111001101111000001000000010001101000101011010010111001110011000011100001011110110100
114	17	171	156	-282	100101110000010010110111001011000101001100011101111010111000100000010001011000111001111100001011101001110010000110
114	18	171	156	-282	101010011100101000100110111000000101011010110001010110001011111101101001101011111011001001110010101010011010100100
114	19	171	155	-278	111101010001011011101110110110101101000111010110010111010001111100100000011110010010010101000000000001101100101110
116	0	174	158	-284	11000110010011101110100000000101111011100110000110110000100010011010110110010101001000010101011100111101100101011111
116	1	174	158	-284	01110001110001100101110100001110001100011101000011110110111100111011100110011011010010000110001111110010000110000010
116	2	174	159	-288	11010001111000100010111100011001001001010100001111011111100101100000010001110000011000011100110000111001111101110101
116	3	174	158	-284	10100100100000011111101001000011011100001101011000110110111001110100101101011111000011000010010010110001110101011000
116	4	174	157	-280	10110001010000111011001000111110011000110000110001011010001010101011101101111111110001110001001101001001001000010011
116	5	174	159	-288	00101011101110100101001001001101111001111110110110000001010000111000000111100011001001111001111000100001100000101111
116	6	174	161	-296	00011011110010101011100000101001111101010101101001101000011110000000010001001111111000100110011010101111101100011110
116	7	174	159	-288	11000001010110111001101001111011100100101001100100111010111011010110001011010010110110110100010001001100110001110001
116	8	174	158	-284	11101001010001101101000111110001001000010001100110001011001001010001011101001011101011111101110010001001110101110001
116	9	174	161	-296	00011001110100000100001101100100100001110000001110011011100111011111110110101100111100010100010011001010101000101111
116	10	174	157	-280	01000101001001101011011101110100010111011001110100001001100000001010101010111001110011001010110010000011010111011011
116	11	174	159	-288	01100001101010010100000011101011001101110100111010011010100110111001010100001011111001011111001100010010110001101101
116	12	174	158	-284	11111011011010011110101111110011010010010010101000110001101000100010110110011000101001101010100010110000001010101011
116	13	174	159	-288	01101100010011001010111011110000000111101001010111001111110111001111000010000000011111000101100100111100101101110110
116	14	174	157	-280	10000100111011110011100010110011100000110010111011011111001100010110111000000000111000010010001011110101000011111001
116	15	174	159	-288	01011000010100110000110011110001100010001000001011001001001101100111111101111001100111000110010010101010001111110110
116	16	174	160	-292	00011000100100110110000001001010111010101110101011101100100111011111011110100001010001001101110100101011000010011000
116	17	174	160	-292	11101000001100001100100101101101100110010001101101011011010100100100101011111001100011100100010100001001011110111011
116	18	174	160	-292	11000110011001001100110100000111000101101110100000000010101001111000101100111111111100000011010101101000011111110101
116	19	174	159	-288	01100010100000101001110010100100010101011111000010010111010111101000100111110101001100110100011101001101011001011010
118	0	177	162	-294	1100011101110100001011101101001101001110100110111000101100000111000110001000011010111010000110001100110110100110010110
118	1	177	161	-290	1001010101101000100101101110101001100011010100101101011110000110111010000101010010010011111001010100000111111000001111
118	2	177	164	-302	1111110101111100010001100101110110000100100000101101011001000111011011100000101000101101110001101111000100000111011110
118	3	177	162	-294	1000001100010001110010111010111101001100101101011001110001001011001010111000011110101001100100101010101101101111010111
118	4	177	160	-286	0100111000001110000010000101101111011011111101100000000001101011111111001011001011100111011010101100111000110000100000
118	5	177	162	-294	1010111011001000011010000110010101011100110011000001110110101100111000110100100011001011110111101110110001010001010011
118	6	177	160	-286	0001111110111011011011100001111001011111001001000000110011001001010000110001000000111100000111011001000101100111101101
118	7	177	162	-294	1010010101111011111101011001010100001000000111001001010000110100110000101011000110111111011001011110100011111110001000
118	8	177	163	-298	1100100110010010000101100010111111001111110000110110111011000110001000100110010001010100100011100010110001011000110111
118	9	177	162	-294	0110000010010110100010010011011110101010000000110110011001000011101011100100010111010110111010001101111011101001011010
118	10	177	163	-298	0010000001100110100111110110110010001010111100101001101101001100100001011101111110101101011010001001111000010110011000
118	11	177	163	-298	1101101001011010111110001101110001100010011100100011001011010001011101001000110001100101011001001111000000111011001101
118	12	177	161	-290	1111010011001110110101010001000011101001000111110101100101100001100001011000100011010100010110011000100010011110100111
118	13	177	163	-298	0101111000001101010000001110011000001110101110001010111011101001010101110010101000101001100110001111010011111100001011
118	14	177	165	-306	0000111110010011000011111101110011110100100011000101110010110100001101101101010110100000100001111010001000111110100101
118	15	177	161	-290	1111100111001100011110001101111101011011001010001011111000001001011101100101000100110100111000010001001001100010010000
118	16	177	160	-286	0100011001111100100000110100001111000100111011111010111100000110000001001010111011011100001000011110000000110111001101
118	17	177	161	-290	1100101110110000111100111001010100110111100100000111111101110100000011010011011100110101000100011101100001110011001010
118	18	177	162	-294	0100110011001111111110011100010010101101111010100011101111000100010001001011000001111110000100101111001000110100110001
118	19	177	163	-298	0101001101011010011010011011001111100110101010001000001010000010111101111000011100111100010010111011010101000001001111
120	0	180	164	-296	111010000011101110001100000100100000011011010101000001101110011111100111011110001101001000101111001101001001001110011101
120	1	180	165	-300	100101010010100001001100101100001000110101010111001001111101111010011011001100100010001010111010101011110000010011011011
120	2	180	163	-292	001010010110000100000011011111111011000001101110000101010110011010100011100111000000011110010011110110001101101100110000
120	3	180	162	-288	110000110011100101101010011110010100111010111010100110001110101010100111010110000011101000001111010110011100011000001100
120	4	180	165	-300	000100110000001100111000011011001011100110100000101000011110010010010111010010110011110111101101111011000101001101111011
120	5	180	164	-296	010001100001001011010101101110011011000000000101011001100011011101100111001111110100100111010000111111111100001110010110
120	6	180	165	-300	101100110111101111100100010101010000010001010010111001101001110111011001110010000100011001011001000100111110110110011001
120	7	180	165	-300	011101111111111000110100001101001000110000111000010010001010101000111011011000111111000101100100101100101100011101110001
120	8	180	164	-296	010100010111001110110101110110101010100001111001011111111000101111001100010100101110010000000000101011110111110000011010
120	9	180	163	-292	011101110110101101001111011001011000110010100101110001010110100100010010110010100010000101011101011001100011111010010011
